TOKEN	NE-COARSE-LIT
global	O
instrument	O
in	O
the	O
fight	B_TERM
against	I_TERM
corruption	I_TERM
.	O
It	O
includes	O
provisions	O
concerning	O
preventive	O
measures	O
,	O
the	O
penalization	B_TERM
of	O
corruption	B_TERM
,	O
international	O
co-operation	O
and	O
technical	O
support	O
.	O
The	O
Convention	O
enjoys	O
broad	O
support	O
:	O
more	O
than	O
100	O
member-countries	O
have	O
ratified	O
it	O
,	O
including	O
Belgium	O
.	O
The	O
United	O
Nations	O
Global	O
Compact	O
brings	O
together	O
nearly	O
5000	O
companies	B_TERM
and	O
organizations	O
from	O
all	O
over	O
the	O
world	O
.	O
Their	O
members	O
undertake	O
to	O
apply	O
principles	O
in	O
the	O
fields	O
of	O
human	O
rights	B_TERM
,	O
work	O
,	O
the	O
environment	O
and	O
combating	O
of	O
corruption	B_TERM
to	O
their	O
activities	O
and	O
strategies	O
.	O
The	O
members	O
report	B_TERM
annually	O
on	O
the	O
implementation	O
of	O
these	O
principles	O
.	O
A	O
Belgian	O
network	O
has	O
recently	O
been	O
established	O
.	O
The	O
1999	O
Council	O
of	O
Europe	O
Criminal	B_TERM
Law	I_TERM
Convention	O
on	O
Corruption	B_TERM
contains	O
provisions	O
on	O
both	O
active	B_TERM
and	O
passive	B_TERM
corruption	I_TERM
in	O
the	O
public	B_TERM
and	O
private	B_TERM
sectors	I_TERM
.	O
Belgium	O
ratified	O
this	O
Convention	O
in	O
2004	O
,	O
and	O
also	O
belongs	O
to	O
GRECO	O
(	O
the	O
Group	O
of	O
States	O
against	O
Corruption	B_TERM
)	O
,	O
which	O
monitors	O
application	O
of	O
the	O
Convention	O
in	O
the	O
Member	O
States	O
.	O
The	O
Council	O
of	O
Europe	O
Civil	B_TERM
Law	I_TERM
Convention	O
on	O
Corruption	B_TERM
,	O
likewise	O
of	O
1999	O
,	O
deals	O
with	O
the	O
civil	B_TERM
aspects	O
of	O
corruption	B_TERM
.	O
Belgium	O
ratified	O
this	O
Convention	O
in	O
2007	O
.	O
The	O
1997	O
OECD	O
Convention	O
on	O
Combating	O
Bribery	B_TERM
of	O
Foreign	O
Public	B_TERM
Officials	I_TERM
in	O
International	O
Business	B_TERM
Transactions	I_TERM
is	O
very	O
important	O
to	O
Belgium	O
's	O
private	B_TERM
sector	I_TERM
.	O
The	O
aim	O
of	O
the	O
OECD	O
Convention	O
is	O
to	O
create	O
a	O
common	O
framework	O
and	O
a	O
level	O
playing	O
field	O
for	O
companies	B_TERM
to	O
compete	O
in	O
the	O
countries	O
which	O
ratify	O
the	O
Convention	O
.	O
The	O
Convention	O
focuses	O
on	O
active	B_TERM
corruption	I_TERM
.	O
It	O
penalizes	B_TERM
people	O
who	O
bribe	B_TERM
a	O
foreign	O
official	B_TERM
,	O
including	O
in	O
countries	O
which	O
are	O
not	O
party	O
to	O
the	O
Convention	O
.	O
There	O
is	O
also	O
a	O
strict	O
evaluation	O
mechanism	O
within	O
the	O
OECD	O
,	O
which	O
checks	O
the	O
countries	O
for	O
implementation	O
and	O
enforcement	B_TERM
of	O
the	O
Convention	O
.	O
The	O
OECD	O
Guidelines	O
for	O
Multinational	O
Enterprises	B_TERM
are	O
recommendations	O
aimed	O
at	O
companies	B_TERM
with	O
a	O
view	O
to	O
socially	O
responsible	O
action	O
.	O
They	O
contain	O
a	O
number	O
of	O
voluntary	O
principles	O
and	O
standards	O
for	O
responsible	O
behaviour	O
in	O
business	B_TERM
relations	I_TERM
.	O
The	O
European	O
Union	O
has	O
passed	O
two	O
directives	B_TERM
(	O
2004	O
/	O
17	O
/	O
EC	O
and	O
2004	O
/	O
18	O
/	O
EC	O
)	O
on	O
combating	B_TERM
corruption	I_TERM
and	O
the	O
consequences	O
of	O
corruption	B_TERM
.	O
Businesses	B_TERM
which	O
are	O
convicted	B_TERM
of	O
bribery	B_TERM
can	O
be	O
debarred	O
from	O
participation	O
in	O
public	B_TERM
invitations	I_TERM
to	I_TERM
tender	I_TERM
in	O
other	O
countries	O
.	O
A	O
number	O
of	O
EU	O
Member	O
States	O
have	O
already	O
set	O
up	O
blacklists	B_TERM
in	O
relation	O
to	O
public	B_TERM
contracts	I_TERM
.	O
Other	O
international	O
regulations	B_TERM
and	O
initiatives	O
or	O
foreign	O
legislation	B_TERM
may	O
also	O
be	O
important	O
to	O
Belgian	O
companies	B_TERM
.	O
Noteworthy	O
initiatives	O
in	O
this	O
regard	O
are	O
the	O
World	O
Bank	B_TERM
's	O
Collective	O
Action	O
initiative	O
(	O
www.fightingcorruption.org	O
)	O
,	O
the	O
1996	O
WTO	O
Agreement	O
on	O
Government	B_TERM
Procurement	I_TERM
(	O
GPA	O
)	O
and	O
the	O
USA	O
's	O
Foreign	O
Corrupt	B_TERM
Practices	I_TERM
Act	O
.	O
Belgian	O
companies	B_TERM
may	O
be	O
subject	O
to	O
the	O
latter	O
US	O
legislation	B_TERM
if	O
,	O
for	O
example	O
,	O
they	O
co-operate	O
with	O
an	O
American	O
company	B_TERM
as	O
part	O
of	O
a	O
joint	B_TERM
venture	I_TERM
.	O
At	O
national	O
level	O
Since	O
the	O
late	O
1990s	O
,	O
Belgium	O
has	O
paid	O
increasing	O
attention	O
to	O
its	O
anti-corruption	B_TERM
policy	I_TERM
.	O
A	O
number	O
of	O
national	O
corruption	B_TERM
scandals	I_TERM
,	O
and	O
inadequate	O
legal	B_TERM
means	O
of	O
combating	O
them	O
,	O
have	O
forced	O
Belgium	O
to	O
revise	O
its	O
penalties	B_TERM
for	O
bribery	B_TERM
.	O
International	O
pressure	O
has	O
also	O
been	O
brought	O
to	O
bear	O
.	O
Hence	O
Belgium	O
has	O
ratified	O
the	O
conventions	O
at	O
UN	O
and	O
EU	O
levels	O
,	O
and	O
signed	O
and	O
ratified	O
those	O
of	O
the	O
Council	O
of	O
Europe	O
and	O
OECD	O
.	O
Of	O
course	O
,	O
signing	O
and	O
ratifying	O
such	O
conventions	O
are	O
not	O
window-dressing	O
:	O
they	O
require	O
Belgium	O
to	O
fulfil	O
a	O
number	O
of	O
obligations	O
.	O
In	O
the	O
late	O
1990s	O
Belgium	O
passed	O
the	O
Law	B_TERM
against	O
Bribery	B_TERM
.	O
It	O
also	O
introduced	O
criminal	B_TERM
liability	I_TERM
of	O
legal	B_TERM
persons	I_TERM
.	O
Since	O
then	O
,	O
Belgium	O
has	O
had	O
firm	O
legislation	B_TERM
against	O
both	O
public	B_TERM
and	O
private	B_TERM
bribery	I_TERM
.	O
It	O
has	O
created	O
the	O
opportunity	O
to	O
prosecute	B_TERM
and	O
convict	B_TERM
legal	B_TERM
as	O
well	O
as	O
natural	B_TERM
persons	I_TERM
.	O
These	O
two	O
laws	B_TERM
represented	O
the	O
first	O
important	O
steps	O
in	O
Belgium	O
's	O
anti-corruption	B_TERM
policy	I_TERM
.	O
Belgium	O
has	O
its	O
own	O
,	O
specialized	O
anti-corruption	B_TERM
department	O
within	O
the	O
Federal	B_TERM
Criminal	I_TERM
Investigation	I_TERM
Police	I_TERM
.	O
This	O
is	O
the	O
Central	O
Office	O
for	O
the	O
Repression	B_TERM
of	O
Corruption	B_TERM
,	O
answerable	O
to	O
the	O
Directorate	O
for	O
Combating	O
Economic	B_TERM
and	O
Financial	B_TERM
Crime	I_TERM
.	O
The	O
Central	O
Office	O
is	O
authorized	O
to	O
investigate	O
,	O
and	O
support	O
the	O
investigation	O
of	O
,	O
malpractices	B_TERM
detrimental	O
to	O
the	O
interests	O
of	O
the	O
state	O
.	O
This	O
includes	O
serious	O
and	O
complex	O
misdemeanours	B_TERM
involving	O
corruption	B_TERM
.	O
The	O
Central	O
Office	O
also	O
fulfils	O
a	O
pilot	O
role	O
in	O
the	O
context	O
of	O
combating	O
criminal	B_TERM
abuses	I_TERM
and	O
misconduct	B_TERM
with	O
regard	O
to	O
government	B_TERM
contracts	I_TERM
,	O
subsidy	B_TERM
laws	I_TERM
,	O
recognitions	B_TERM
and	O
licensing	B_TERM
.	O
Its	O
brief	O
also	O
extends	O
to	O
private	B_TERM
corruption	I_TERM
.	O
The	O
Central	O
Office	O
monitors	O
the	O
phenomenon	O
of	O
corruption	B_TERM
to	O
gain	O
the	O
clearest	O
possible	O
picture	O
of	O
it	O
.	O
The	O
Belgian	O
Federal	O
Government	B_TERM
also	O
maintains	O
regular	O
contacts	O
with	O
counterpart	O
foreign	O
or	O
international	O
bodies	O
,	O
including	O
OLAF	O
,	O
the	O
European	O
Commission	O
's	O
anti-fraud	B_TERM
office	O
.	O
In	O
Belgium	O
,	O
the	O
Office	O
for	O
Administrative	B_TERM
Ethics	B_TERM
and	O
Deontology	B_TERM
of	O
the	O
Federal	B_TERM
Government	I_TERM
Department	I_TERM
of	O
the	O
Budget	B_TERM
and	O
Management	O
Control	O
implements	O
integrity	B_TERM
policy	I_TERM
within	O
the	O
departments	O
of	O
the	O
Federal	O
Government	B_TERM
.	O
This	O
Office	O
's	O
task	O
is	O
preventive	O
monitoring	O
of	O
the	O
integrity	B_TERM
of	O
Federal	B_TERM
Government	I_TERM
departments	I_TERM
.	O
The	O
Office	O
has	O
now	O
set	O
up	O
a	O
framework	B_TERM
of	I_TERM
good	I_TERM
practice	I_TERM
for	O
federal	O
civil	B_TERM
servants	I_TERM
.	O
The	O
primary	O
purpose	O
of	O
this	O
framework	O
is	O
to	O
preserve	O
and	O
strengthen	O
public	B_TERM
trust	O
in	O
the	O
proper	O
functioning	O
of	O
the	O
Federal	B_TERM
Civil	I_TERM
Service	I_TERM
,	O
by	O
encouraging	O
all	O
civil	B_TERM
servants	I_TERM
to	O
behave	O
ethically	B_TERM
and	O
in	O
accordance	O
with	O
good	O
practice	O
.	O
The	O
private	B_TERM
sector	I_TERM
has	O
made	O
its	O
own	O
efforts	O
in	O
recent	O
years	O
.	O
Examples	O
are	O
the	O
unremitting	O
work	O
of	O
organizations	O
such	O
as	O
the	O
FEB	O
,	O
the	O
Belgian	O
Network	O
of	O
Transparency	B_TERM
International	O
and	O
ICC	O
Belgium	O
to	O
raise	O
companies	B_TERM
'	O
awareness	O
of	O
these	O
problems	O
.	O
These	O
organizations	O
fully	O
support	O
companies	B_TERM
which	O
wish	O
to	O
continue	O
to	O
work	O
towards	O
ethical	B_TERM
enterprise	I_TERM
in	O
a	O
climate	O
of	O
globalization	O
.	O
There	O
is	O
also	O
an	O
inter-departmental	O
working	O
group	O
in	O
the	O
Service	O
for	O
Criminal	B_TERM
Policy	B_TERM
,	O
which	O
exists	O
to	O
follow	O
up	O
and	O
implement	O
the	O
recommendations	O
of	O
the	O
OECD	O
,	O
GRECO	O
and	O
the	O
UN	O
concerning	O
corruption	B_TERM
.	O
The	O
working	O
group	O
brings	O
together	O
the	O
main	O
partners	O
in	O
Belgian	O
anti-corruption	B_TERM
policy	I_TERM
.	O
Furthermore	O
,	O
a	O
Network	O
of	O
Expertise	O
on	O
Corruption	B_TERM
has	O
been	O
set	O
up	O
under	O
the	O
auspices	O
of	O
the	O
Board	O
of	O
Public	B_TERM
Prosecutors-General	B_TERM
.	O
It	O
co-operates	O
very	O
closely	O
with	O
the	O
Network	O
of	O
Expertise	O
on	O
Economic	B_TERM
,	O
Financial	B_TERM
and	O
Fiscal	B_TERM
Crime	B_TERM
,	O
bringing	O
together	O
partners	O
in	O
corruption	B_TERM
prosecution	B_TERM
policy	B_TERM
.	O
In	O
any	O
case	O
,	O
there	O
is	O
a	O
need	O
for	O
information	O
exchange	O
and	O
contacts	O
between	O
the	O
preventive	O
and	O
reactive	O
arms	O
.	O
This	O
should	O
take	O
place	O
in	O
a	O
more	O
structured	O
,	O
institutionalized	O
way	O
.	O
A	O
bridge	O
is	O
also	O
being	O
built	O
between	O
the	O
public	B_TERM
and	O
private	B_TERM
levels	O
.	O
The	O
private	B_TERM
sector	I_TERM
should	O
be	O
made	O
more	O
aware	O
of	O
the	O
misdemeanour	B_TERM
of	O
corruption	B_TERM
,	O
and	O
all	O
kinds	O
of	O
ethically	B_TERM
unacceptable	O
behaviour	O
.	O
This	O
is	O
a	O
role	O
which	O
the	O
public	B_TERM
sector	I_TERM
should	O
fulfil	O
:	O
hence	O
this	O
brochure	O
.	O
This	O
multi-disciplinary	O
,	O
integrated	O
method	O
of	O
working	O
against	O
corruption	B_TERM
is	O
gradually	O
beginning	O
to	O
bear	O
fruit	O
.	O
Thus	O
the	O
inter-departmental	O
working	O
group	O
,	O
mentioned	O
above	O
,	O
has	O
prompted	O
the	O
amendment	O
of	O
the	O
laws	B_TERM
on	O
bribery	B_TERM
.	O
Its	O
members	O
have	O
each	O
contributed	O
their	O
own	O
expertise	O
in	O
preparing	O
the	O
new	O
act	O
,	O
the	O
Law	B_TERM
of	O
11	O
May	O
2007	O
in	O
Amendment	O
of	O
the	O
Law	B_TERM
against	O
Bribery	B_TERM
.	O
Gradually	O
,	O
the	O
doors	O
are	O
opening	O
for	O
consultation	O
between	O
all	O
policy	B_TERM
,	O
from	O
federal	O
to	O
regional	O
.	O
Belgian	O
government	B_TERM
departments	O
and	O
associations	O
The	O
following	O
is	O
a	O
brief	O
list	O
of	O
the	O
main	O
partners	O
in	O
anti-corruption	B_TERM
policy	I_TERM
.	O
Federal	B_TERM
Government	I_TERM
Department	I_TERM
of	O
Justice	B_TERM
Links	O
You	O
can	O
find	O
further	O
information	O
on	O
Belgian	O
,	O
European	O
and	O
international	O
policy	B_TERM
against	I_TERM
corruption	I_TERM
at	O
the	O
following	O
websites	O
.	O
Federal	B_TERM
Government	I_TERM
Department	I_TERM
of	O
Justice	B_TERM
Federal	O
Police	B_TERM
Central	O
Department	O
on	O
Combating	B_TERM
Corruption	I_TERM
Police	B_TERM
on	O
web	O
Federal	B_TERM
Department	I_TERM
of	O
the	O
Budget	B_TERM
,	O
Bureau	O
of	O
Official	O
Ethics	B_TERM
and	O
Good	O
Practice	O
Federal	B_TERM
Department	I_TERM
of	O
Finance	B_TERM
ICC	O
Belgium	O
Federation	O
of	O
Enterprises	B_TERM
in	O
Belgium	O
Corporate	B_TERM
governance	B_TERM
Transparency	B_TERM
International	O
Transparency	B_TERM
International	O
Belgium	O
World	O
Bank	B_TERM
Internet	O
portal	O
GRECO	O
OECD	O
UN	O
corruption	B_TERM
Code	B_TERM
of	I_TERM
Conduct	I_TERM
for	O
Members	O
of	O
the	O
European	O
Parliament	O
with	O
respect	O
to	O
financial	B_TERM
interests	I_TERM
and	O
conflicts	B_TERM
of	I_TERM
interest	I_TERM
Article	O
1	O
Guiding	O
principles	O
In	O
exercising	O
their	O
duties	O
,	O
Members	O
of	O
the	O
European	O
Parliament	O
:	O
are	O
guided	O
by	O
and	O
observe	O
the	O
following	O
general	O
principles	B_TERM
of	I_TERM
conduct	I_TERM
:	O
disinterest	B_TERM
,	O
integrity	B_TERM
,	O
openness	O
,	O
diligence	O
,	O
honesty	O
,	O
accountability	B_TERM
and	O
respect	O
for	O
Parliament	O
's	O
reputation	O
,	O
act	O
solely	O
in	O
the	O
public	B_TERM
interest	I_TERM
and	O
refrain	O
from	O
obtaining	O
or	O
seeking	O
to	O
obtain	O
any	O
direct	B_TERM
or	O
indirect	B_TERM
financial	I_TERM
benefit	I_TERM
or	O
other	O
reward	B_TERM
.	O
Article	O
2	O
Main	O
duties	O
of	O
Members	O
In	O
exercising	O
their	O
duties	O
,	O
Members	O
of	O
the	O
European	O
Parliament	O
shall	O
:	O
not	O
enter	O
into	O
any	O
agreement	O
to	O
act	O
or	O
vote	B_TERM
in	O
the	O
interest	O
of	O
any	O
other	O
legal	B_TERM
or	O
natural	B_TERM
person	I_TERM
that	O
would	O
compromise	B_TERM
their	O
voting	B_TERM
freedom	I_TERM
,	O
as	O
enshrined	O
in	O
Article	O
6	O
of	O
the	O
Act	O
of	O
20	O
September	O
1976	O
concerning	O
the	O
election	O
of	O
the	O
members	O
of	O
the	O
European	O
Parliament	O
by	O
direct	B_TERM
universal	I_TERM
suffrage	I_TERM
and	O
Article	O
2	O
of	O
the	O
Statute	B_TERM
for	O
Members	O
of	O
the	O
European	O
Parliament	O
,	O
not	O
solicit	O
,	O
accept	O
or	O
receive	O
any	O
direct	B_TERM
or	O
indirect	B_TERM
financial	I_TERM
benefit	I_TERM
or	O
other	O
reward	B_TERM
in	O
exchange	O
for	O
influencing	O
,	O
or	O
voting	B_TERM
on	O
,	O
legislation	B_TERM
,	O
motions	O
for	O
a	O
resolution	B_TERM
,	O
written	O
declarations	O
or	O
questions	O
tabled	O
in	O
Parliament	O
or	O
any	O
of	O
its	O
committees	O
,	O
and	O
shall	O
consciously	O
seek	O
to	O
avoid	O
any	O
situation	O
which	O
might	O
imply	O
bribery	B_TERM
or	O
corruption	B_TERM
.	O
Article	O
3	O
Conflicts	B_TERM
of	I_TERM
interest	I_TERM
A	O
conflict	B_TERM
of	I_TERM
interest	I_TERM
exists	O
where	O
a	O
Member	O
of	O
the	O
European	O
Parliament	O
has	O
a	O
personal	B_TERM
interest	I_TERM
that	O
could	O
improperly	O
influence	O
the	O
performance	O
of	O
his	O
or	O
her	O
duties	O
as	O
a	O
Member	O
.	O
A	O
conflict	B_TERM
of	I_TERM
interest	I_TERM
does	O
not	O
exist	O
where	O
a	O
Member	O
benefits	O
only	O
as	O
a	O
member	O
of	O
the	O
general	O
public	B_TERM
or	O
of	O
a	O
broad	O
class	O
of	O
persons	O
.	O
Any	O
Member	O
who	O
finds	O
that	O
he	O
or	O
she	O
has	O
a	O
conflict	B_TERM
of	I_TERM
interest	I_TERM
shall	O
immediately	O
take	O
the	O
necessary	O
steps	O
to	O
address	O
it	O
,	O
in	O
accordance	O
with	O
the	O
principles	O
and	O
provisions	O
of	O
this	O
Code	B_TERM
of	I_TERM
Conduct	I_TERM
.	O
If	O
the	O
Member	O
is	O
unable	O
to	O
resolve	O
the	O
conflict	B_TERM
of	I_TERM
interest	I_TERM
,	O
he	O
or	O
she	O
shall	O
report	B_TERM
this	O
to	O
the	O
President	O
in	O
writing	O
.	O
In	O
cases	O
of	O
ambiguity	O
,	O
the	O
Member	O
may	O
seek	O
advice	O
in	O
confidence	O
from	O
the	O
Advisory	B_TERM
Committee	I_TERM
on	I_TERM
the	I_TERM
Conduct	I_TERM
of	I_TERM
Members	I_TERM
,	O
established	O
under	O
Article	O
7	O
.	O
Without	O
prejudice	O
to	O
paragraph	O
2	O
,	O
Members	O
shall	O
disclose	O
,	O
before	O
speaking	O
or	O
voting	B_TERM
in	O
plenary	O
or	O
in	O
one	O
of	O
Parliament	O
's	O
bodies	O
,	O
or	O
if	O
proposed	O
as	O
a	O
rapporteur	B_TERM
,	O
any	O
actual	O
or	O
potential	O
conflict	B_TERM
of	I_TERM
interest	I_TERM
in	O
relation	O
to	O
the	O
matter	O
under	O
consideration	O
,	O
where	O
such	O
conflict	O
is	O
not	O
evident	O
from	O
the	O
information	O
declared	O
pursuant	O
to	O
Article	O
4	O
.	O
Such	O
disclosure	O
shall	O
be	O
made	O
in	O
writing	O
or	O
orally	O
to	O
the	O
chair	O
during	O
the	O
parliamentary	O
proceedings	O
in	O
question	O
.	O
Article	O
4	O
Declaration	O
by	O
Members	O
For	O
reasons	O
of	O
transparency	B_TERM
,	O
Members	O
of	O
the	O
European	O
Parliament	O
shall	O
be	O
personally	O
responsible	O
for	O
submitting	O
a	O
declaration	B_TERM
of	I_TERM
financial	I_TERM
interests	I_TERM
to	O
the	O
President	O
by	O
the	O
end	O
of	O
the	O
first	O
part-session	O
after	O
elections	B_TERM
to	O
the	O
European	O
Parliament	O
(	O
or	O
within	O
30	O
days	O
of	O
taking	O
up	O
office	O
with	O
the	O
Parliament	O
in	O
the	O
course	O
of	O
a	O
parliamentary	O
term	O
)	O
,	O
in	O
accordance	O
with	O
a	O
form	O
to	O
be	O
adopted	O
by	O
the	O
Bureau	O
pursuant	O
to	O
Article	O
9	O
.	O
They	O
shall	O
notify	O
the	O
President	O
of	O
any	O
changes	O
that	O
have	O
an	O
influence	O
on	O
their	O
declaration	O
within	O
30	O
days	O
of	O
each	O
change	O
occurring	O
.	O
The	O
declaration	B_TERM
of	I_TERM
financial	I_TERM
interests	I_TERM
shall	O
contain	O
the	O
following	O
information	O
,	O
which	O
shall	O
be	O
provided	O
in	O
a	O
precise	O
manner	O
:	O
the	O
Member	O
's	O
occupation	O
(	O
s	O
)	O
during	O
the	O
three-year	O
period	O
before	O
he	O
or	O
she	O
took	O
up	O
office	O
with	O
the	O
Parliament	O
,	O
and	O
his	O
or	O
her	O
membership	O
during	O
that	O
period	O
of	O
any	O
boards	O
or	O
committees	O
of	O
companies	B_TERM
,	O
non	B_TERM
-	I_TERM
governmental	I_TERM
organisations	I_TERM
,	O
associations	O
or	O
other	O
bodies	O
established	O
in	O
law	B_TERM
,	O
any	O
salary	B_TERM
which	O
the	O
Member	O
receives	O
for	O
the	O
exercise	O
of	O
a	O
mandate	B_TERM
in	O
another	O
parliament	O
,	O
any	O
regular	O
remunerated	B_TERM
activity	O
which	O
the	O
Member	O
undertakes	O
alongside	O
the	O
exercise	O
of	O
his	O
or	O
her	O
office	O
,	O
whether	O
as	O
an	O
employee	O
or	O
as	O
a	O
self-employed	O
person	O
,	O
membership	O
of	O
any	O
boards	O
or	O
committees	O
of	O
any	O
companies	B_TERM
,	O
non	B_TERM
-	I_TERM
governmental	I_TERM
organisations	I_TERM
,	O
associations	O
or	O
other	O
bodies	O
established	O
in	O
law	B_TERM
,	O
or	O
any	O
other	O
relevant	O
outside	O
activity	O
that	O
the	O
Member	O
undertakes	O
,	O
whether	O
the	O
membership	O
or	O
activity	O
in	O
question	O
is	O
remunerated	B_TERM
or	O
unremunerated	B_TERM
,	O
any	O
occasional	O
remunerated	B_TERM
outside	O
activity	O
(	O
including	O
writing	O
,	O
lecturing	O
or	O
the	O
provision	O
of	O
expert	O
advice	O
)	O
,	O
if	O
the	O
total	O
remuneration	B_TERM
exceeds	O
EUR	O
5	O
000	O
in	O
a	O
calendar	O
year	O
,	O
any	O
holding	O
in	O
any	O
company	B_TERM
or	O
partnership	O
,	O
where	O
there	O
are	O
potential	O
public	B_TERM
policy	I_TERM
implications	O
or	O
where	O
that	O
holding	O
gives	O
the	O
Member	O
significant	O
influence	O
over	O
the	O
affairs	O
of	O
the	O
body	O
in	O
question	O
,	O
any	O
support	O
,	O
whether	O
financial	B_TERM
or	O
in	O
terms	O
of	O
staff	O
or	O
material	O
,	O
additional	O
to	O
that	O
provided	O
by	O
Parliament	O
and	O
granted	O
to	O
the	O
Member	O
in	O
connection	O
with	O
his	O
or	O
her	O
political	B_TERM
activities	O
by	O
third	B_TERM
parties	I_TERM
,	O
whose	O
identity	O
shall	O
be	O
disclosed	O
,	O
any	O
other	O
financial	B_TERM
interests	I_TERM
which	O
might	O
influence	O
the	O
performance	O
of	O
the	O
Member	O
's	O
duties	O
.	O
Any	O
regular	O
income	B_TERM
Members	O
receive	O
in	O
respect	O
of	O
each	O
item	O
declared	O
in	O
accordance	O
with	O
the	O
first	O
subparagraph	O
shall	O
be	O
placed	O
in	O
one	O
of	O
the	O
following	O
categories	O
:	O
EUR	O
500	O
to	O
EUR	O
1	O
000	O
a	O
month	O
;	O
EUR	O
1	O
001	O
to	O
EUR	O
5	O
000	O
a	O
month	O
;	O
EUR	O
5	O
001	O
to	O
EUR	O
10	O
000	O
a	O
month	O
;	O
more	O
than	O
EUR	O
10	O
000	O
a	O
month	O
.	O
Any	O
other	O
income	B_TERM
Members	O
receive	O
in	O
respect	O
of	O
each	O
item	O
declared	O
in	O
accordance	O
with	O
the	O
first	O
subparagraph	O
shall	O
be	O
calculated	O
on	O
an	O
annual	O
basis	O
,	O
divided	O
by	O
twelve	O
and	O
placed	O
in	O
one	O
of	O
the	O
categories	O
set	O
out	O
in	O
the	O
second	O
subparagraph	O
.	O
The	O
information	O
provided	O
to	O
the	O
President	O
in	O
line	O
with	O
this	O
Article	O
shall	O
be	O
published	O
on	O
Parliament	O
's	O
website	O
in	O
an	O
easily	O
accessible	O
manner	O
.	O
Members	O
may	O
not	O
be	O
elected	O
as	O
office-holders	B_TERM
of	O
Parliament	O
or	O
of	O
one	O
of	O
its	O
bodies	O
,	O
be	O
appointed	O
as	O
a	O
rapporteur	B_TERM
or	O
participate	O
in	O
an	O
official	O
delegation	O
,	O
if	O
they	O
have	O
not	O
submitted	O
their	O
declaration	B_TERM
of	I_TERM
financial	I_TERM
interests	I_TERM
.	O
Article	O
5	O
Gifts	B_TERM
or	O
similar	O
benefits	O
Members	O
of	O
the	O
European	O
Parliament	O
shall	O
refrain	O
from	O
accepting	O
,	O
in	O
the	O
performance	O
of	O
their	O
duties	O
,	O
any	O
gifts	B_TERM
or	O
similar	O
benefits	O
,	O
other	O
than	O
those	O
with	O
an	O
approximate	O
value	O
of	O
less	O
than	O
EUR	O
150	O
given	O
in	O
accordance	O
with	O
courtesy	O
usage	O
or	O
those	O
given	O
to	O
them	O
in	O
accordance	O
with	O
courtesy	O
usage	O
when	O
they	O
are	O
representing	O
Parliament	O
in	O
an	O
official	O
capacity	O
.	O
Any	O
gifts	B_TERM
presented	O
to	O
Members	O
,	O
in	O
accordance	O
with	O
paragraph	O
1	O
,	O
when	O
they	O
are	O
representing	O
Parliament	O
in	O
an	O
official	O
capacity	O
shall	O
be	O
handed	O
over	O
to	O
the	O
President	O
and	O
dealt	O
with	O
in	O
accordance	O
with	O
implementing	O
measures	O
to	O
be	O
laid	O
down	O
by	O
the	O
Bureau	O
pursuant	O
to	O
Article	O
9	O
.	O
The	O
provisions	O
of	O
paragraphs	O
1	O
and	O
2	O
shall	O
not	O
apply	O
to	O
the	O
reimbursement	B_TERM
of	O
travel	B_TERM
,	O
accommodation	B_TERM
and	O
subsistence	B_TERM
expenses	I_TERM
of	O
Members	O
,	O
or	O
to	O
the	O
direct	O
payment	B_TERM
of	O
such	O
expenses	B_TERM
by	O
third	B_TERM
parties	I_TERM
,	O
when	O
Members	O
attend	O
,	O
pursuant	O
to	O
an	O
invitation	O
and	O
in	O
the	O
performance	O
of	O
their	O
duties	O
,	O
at	O
any	O
events	O
organised	O
by	O
third	B_TERM
parties	I_TERM
.	O
The	O
scope	O
of	O
this	O
paragraph	O
,	O
in	O
particular	O
the	O
rules	B_TERM
designed	O
to	O
ensure	O
transparency	B_TERM
,	O
shall	O
be	O
specified	O
in	O
the	O
implementing	O
measures	O
to	O
be	O
laid	O
down	O
by	O
the	O
Bureau	O
pursuant	O
to	O
Article	O
9	O
.	O
Article	O
6	O
Activities	O
of	O
former	O
Members	O
Former	O
Members	O
of	O
the	O
European	O
Parliament	O
who	O
engage	O
in	O
professional	O
lobbying	B_TERM
or	O
representational	O
activities	O
directly	O
linked	O
to	O
the	O
European	O
Union	O
decision-making	O
process	O
may	O
not	O
,	O
throughout	O
the	O
period	O
in	O
which	O
they	O
engage	O
in	O
those	O
activities	O
,	O
benefit	O
from	O
the	O
facilities	O
granted	O
to	O
former	O
Members	O
