TOKEN	NE-COARSE-LIT	MISC
ICC	B-TERM	
Figthing	O	
Corruption	O	
:	O	
A	O	
Corporate	O	
Practices	O	
Manual	O	
»	O	
.	O	
Cette	O	
publication	O	
vise	O	
à	O	
aider	O	
les	O	
entreprises	B-TERM	
internationales	O	
à	O	
satisfaire	O	
aux	O	
règles	B-TERM	
ICC	B-TERM	
et	O	
à	O	
la	O	
convention	O	
de	O	
1997	O	
de	O	
l'	O	
OCDE	B-TERM	
relative	O	
à	O	
la	O	
lutte	B-TERM	
contre	I-TERM	
la	I-TERM	
corruption	I-TERM	
de	O	
fonctionnaires	B-TERM	
étrangers	O	
dans	O	
le	O	
cadre	O	
d'	O	
opérations	O	
internationales	O	
.	O	
Qui	O	
plus	O	
est	O	
,	O	
ICC	B-TERM	
Belgique	I-TERM	
a	O	
publié	O	
la	O	
brochure	O	
«	O	
Comment	O	
prévenir	O	
la	O	
corruption	B-TERM	
?	O	
»	O	
.	O	
Cette	O	
brochure	O	
est	O	
un	O	
manuel	O	
pratique	O	
pour	O	
les	O	
entreprises	B-TERM	
qui	O	
sont	O	
confrontées	O	
à	O	
des	O	
tentatives	O	
de	O	
corruption	B-TERM	
.	O	
Il	O	
leur	O	
est	O	
proposé	O	
notamment	O	
d'	O	
établir	O	
elles-mêmes	O	
un	O	
code	B-TERM	
de	I-TERM	
conduite	I-TERM	
et	O	
d'	O	
en	O	
informer	O	
leurs	O	
collaborateurs	B-TERM	
.	O	
Le	O	
site	O	
web	O	
de	O	
l'	O	
ONG	B-TERM	
Transparency	B-TERM	
International	I-TERM	
donne	O	
des	O	
exemples	O	
d'	O	
initiatives	O	
prises	O	
par	O	
des	O	
entreprises	B-TERM	
en	O	
vue	O	
de	O	
lutter	B-TERM	
contre	I-TERM	
la	I-TERM	
corruption	I-TERM	
:	O	
les	O	
«	O	
Transparency	B-TERM	
International	I-TERM	
Business	O	
Principles	O	
»	O	
pour	O	
les	O	
grandes	O	
entreprises	B-TERM	
internationales	O	
et	O	
l'	O	
édition	O	
PME	B-TERM	
pour	O	
les	O	
petites	B-TERM	
et	I-TERM	
moyennes	I-TERM	
entreprises	I-TERM	
.	O	
La	O	
section	O	
belge	O	
de	O	
Transparency	B-TERM	
International	I-TERM	
organise	O	
des	O	
formations	O	
reprises	O	
sur	O	
son	O	
site	O	
web	O	
et	O	
peut	O	
vous	O	
prodiguer	O	
des	O	
conseils	O	
en	O	
matière	O	
de	O	
lutte	B-TERM	
contre	I-TERM	
la	I-TERM	
corruption	I-TERM	
.	O	
Le	O	
site	O	
web	O	
de	O	
la	O	
Banque	B-TERM	
mondiale	I-TERM	
fournit	O	
lui	O	
aussi	O	
une	O	
source	O	
inestimable	O	
d'	O	
informations	O	
,	O	
à	O	
savoir	O	
le	O	
guide	O	
«	O	
Fighting	O	
Corruption	O	
through	O	
Collective	O	
Action	O	
»	O	
.	O	
Agir	O	
Il	O	
importe	O	
de	O	
ne	O	
pas	O	
rester	O	
les	O	
bras	O	
croisés	O	
face	O	
à	O	
la	O	
corruption	B-TERM	
.	O	
Il	O	
convient	O	
d'	O	
agir	O	
,	O	
que	O	
ce	O	
soit	O	
de	O	
manière	O	
préventive	O	
ou	O	
de	O	
manière	O	
réactive	O	
.	O	
Réfléchissez	O	
à	O	
une	O	
stratégie	O	
pour	O	
lutter	B-TERM	
contre	I-TERM	
la	I-TERM	
corruption	I-TERM	
dans	O	
votre	O	
service	O	
ou	O	
dans	O	
votre	O	
entreprise	B-TERM	
.	O	
Quels	O	
sont	O	
vos	O	
points	O	
faibles	O	
,	O	
à	O	
quel	O	
endroit	O	
courez-vous	O	
des	O	
risques	O	
et	O	
comment	O	
anticiper	O	
les	O	
situations	O	
délicates	O	
?	O	
Vous	O	
pourrez	O	
ainsi	O	
prendre	O	
les	O	
bonnes	O	
décisions	O	
au	O	
calme	O	
,	O	
sans	O	
avoir	O	
à	O	
gérer	O	
une	O	
situation	O	
de	O	
crise	O	
.	O	
Ces	O	
mesures	O	
seront	O	
évidemment	O	
fonction	O	
de	O	
la	O	
taille	O	
de	O	
votre	O	
entreprise	B-TERM	
et	O	
de	O	
son	O	
exposition	O	
particulière	O	
à	O	
des	O	
pays	O	
ou	O	
à	O	
des	O	
secteurs	O	
à	O	
risque	O	
.	O	
Si	O	
vous	O	
dominez	O	
vous-même	O	
tous	O	
les	O	
rouages	O	
de	O	
votre	O	
petite	O	
entreprise	B-TERM	
,	O	
le	O	
risque	O	
est	O	
donc	O	
moindre	O	
.	O	
Si	O	
vous	O	
êtes	O	
déjà	O	
sensibilisé	O	
à	O	
la	O	
problématique	O	
de	O	
la	O	
corruption	B-TERM	
,	O	
il	O	
vous	O	
reste	O	
à	O	
sensibiliser	O	
vos	O	
collaborateurs	B-TERM	
,	O	
par	O	
des	O	
codes	B-TERM	
de	I-TERM	
déontologie	I-TERM	
et	O	
des	O	
procédures	O	
transparentes	B-TERM	
pour	O	
les	O	
achats	O	
et	O	
les	O	
marchés	B-TERM	
,	O	
par	O	
exemple	O	
.	O	
Identifiez	O	
également	O	
,	O	
par	O	
exemple	O	
,	O	
les	O	
emplois	O	
à	O	
risque	O	
en	O	
matière	O	
de	O	
corruption	B-TERM	
.	O	
Passez	O	
au	O	
crible	O	
les	O	
candidats	O	
entrant	O	
en	O	
ligne	O	
de	O	
compte	O	
pour	O	
ces	O	
emplois	O	
,	O	
organisez	O	
régulièrement	O	
des	O	
formations	O	
en	O	
intégrité	B-TERM	
avec	O	
votre	O	
personnel	O	
,	O	
soyez	O	
prévoyant	O	
et	O	
payez	B-TERM	
à	O	
votre	O	
personnel	O	
un	O	
salaire	B-TERM	
suffisamment	O	
important	O	
.	O	
Dressez	O	
par	O	
exemple	O	
une	O	
check-list	O	
des	O	
risques	O	
de	O	
corruption	B-TERM	
propres	O	
à	O	
votre	O	
(	O	
branche	O	
d	O	
'	O	
)	O	
activité	O	
,	O	
élaborez	O	
un	O	
manuel	O	
de	O	
meilleures	O	
pratiques	O	
,	O	
établissez	O	
un	O	
code	B-TERM	
de	I-TERM	
conduite	I-TERM	
…	O	
En	O	
outre	O	
,	O	
prévoir	O	
un	O	
mécanisme	O	
de	O	
protection	O	
pour	O	
ceux	O	
qui	O	
dénoncent	O	
des	O	
faits	O	
de	O	
corruption	B-TERM	
au	O	
sein	O	
de	O	
votre	O	
entreprise	B-TERM	
est	O	
un	O	
puissant	O	
outil	O	
pour	O	
la	O	
combattre	O	
.	O	
Si	O	
la	O	
principale	O	
ONG	B-TERM	
qui	O	
se	O	
préoccupe	O	
de	O	
la	O	
corruption	B-TERM	
s'	O	
est	O	
appelée	O	
TRANSPARENCY	B-TERM	
International	I-TERM	
,	O	
ce	O	
n'	O	
est	O	
pas	O	
sans	O	
raison	O	
.	O	
La	O	
corruption	B-TERM	
se	O	
trame	O	
dans	O	
le	O	
secret	O	
.	O	
D'	O	
où	O	
l'	O	
utilité	O	
de	O	
procédures	O	
claires	O	
et	O	
du	O	
principe	O	
d'	O	
un	O	
double	B-TERM	
contrôle	I-TERM	
.	O	
Il	O	
est	O	
également	O	
possible	O	
de	O	
mettre	O	
en	O	
œuvre	O	
une	O	
rotation	O	
des	O	
postes	O	
les	O	
plus	O	
exposés	O	
.	O	
Rester	O	
vigilant	O	
Enfin	O	
,	O	
veillez	O	
à	O	
l'	O	
application	O	
des	O	
procédures	O	
décidées	O	
et	O	
des	O	
règles	B-TERM	
de	O	
bonne	B-TERM	
gouvernance	I-TERM	
que	O	
vous	O	
avez	O	
définies	O	
.	O	
Si	O	
elles	O	
restent	O	
figées	O	
sur	O	
le	O	
papier	O	
,	O	
votre	O	
investissement	B-TERM	
deviendra	O	
rapidement	O	
inutile	O	
.	O	
En	O	
cas	O	
de	O	
problème	O	
,	O	
cherchez	O	
de	O	
l'	O	
aide	O	
ainsi	O	
que	O	
des	O	
conseils	O	
par	O	
les	O	
bons	O	
canaux	O	
:	O	
votre	O	
organisation	B-TERM	
syndicale	I-TERM	
,	O	
votre	O	
syndicat	B-TERM	
,	O	
la	O	
Fédération	B-TERM	
des	I-TERM	
Entreprises	I-TERM	
de	I-TERM	
Belgique	I-TERM	
(	O	
FEB	B-TERM	
)	O	
,	O	
la	O	
Chambre	B-TERM	
de	I-TERM	
commerce	I-TERM	
,	O	
les	O	
autorités	B-TERM	
(	O	
policières	B-TERM	
et	O	
judiciaires	B-TERM	
)	O	
…	O	
Et	O	
gardez	O	
à	O	
l'	O	
esprit	O	
que	O	
votre	O	
collaboration	O	
nous	O	
est	O	
précieuse	O	
car	O	
les	O	
services	B-TERM	
publics	I-TERM	
ne	O	
peuvent	O	
agir	O	
seuls	O	
dans	O	
la	O	
lutte	B-TERM	
contre	I-TERM	
la	I-TERM	
corruption	I-TERM	
...	O	
Que	O	
fait	O	
la	O	
Belgique	B-TERM	
pour	O	
lutter	B-TERM	
contre	I-TERM	
la	I-TERM	
corruption	I-TERM	
?	O	
À	O	
l'	O	
échelle	O	
internationale	O	
Eu	O	
égard	O	
à	O	
l'	O	
internationalisation	O	
du	O	
commerce	B-TERM	
et	O	
l'	O	
élargissement	O	
de	O	
l'	O	
Union	B-TERM	
européenne	I-TERM	
,	O	
l'	O	
on	O	
a	O	
compris	O	
que	O	
la	O	
corruption	B-TERM	
était	O	
un	O	
phénomène	O	
contre	O	
lequel	O	
il	O	
convient	O	
de	O	
lutter	O	
au	O	
niveau	O	
international	O	
.	O	
Cette	O	
approche	O	
explique	O	
l'	O	
appui	O	
pour	O	
les	O	
règles	B-TERM	
communautaires	O	
visant	O	
à	O	
lutter	B-TERM	
contre	I-TERM	
la	I-TERM	
corruption	I-TERM	
au-delà	O	
des	O	
frontières	O	
:	O	
la	O	
lutte	O	
ne	O	
se	O	
borne	O	
pas	O	
aux	O	
fonctionnaires	B-TERM	
et	O	
/	O	
ou	O	
personnes	O	
et	O	
entreprises	B-TERM	
nationaux	O	
,	O	
mais	O	
porte	O	
également	O	
sur	O	
les	O	
fonctionnaires	B-TERM	
et	O	
/	O	
ou	O	
personnes	O	
et	O	
entreprises	B-TERM	
étrangers	O	
.	O	
Les	O	
entreprises	B-TERM	
belges	O	
actives	O	
sur	O	
le	O	
marché	B-TERM	
international	I-TERM	
doivent	O	
dès	O	
lors	O	
comprendre	O	
que	O	
la	O	
corruption	B-TERM	
n'	O	
est	O	
tolérée	O	
ni	O	
dans	O	
le	O	
cadre	O	
du	O	
commerce	B-TERM	
national	O	
ni	O	
dans	O	
le	O	
cadre	O	
du	O	
commerce	B-TERM	
international	O	
.	O	
Elles	O	
doivent	O	
réaliser	O	
qu'	O	
elles	O	
peuvent	O	
être	O	
rendues	O	
pénalement	B-TERM	
responsables	I-TERM	
de	O	
pratiques	B-TERM	
de	I-TERM	
corruption	I-TERM	
à	O	
l'	O	
étranger	O	
également	O	
.	O	
Voici	O	
les	O	
principales	O	
initiatives	O	
et	O	
principaux	O	
processus	O	
mis	O	
en	O	
place	O	
au	O	
niveau	O	
international	O	
.	O	
La	O	
Convention	B-TERM	
des	I-TERM	
Nations	I-TERM	
Unies	I-TERM	
contre	I-TERM	
la	I-TERM	
corruption	I-TERM	
du	O	
31	O	
octobre	O	
2003	O	
est	O	
entrée	O	
en	O	
vigueur	O	
en	O	
décembre	O	
2005	O	
.	O	
Il	O	
s'	O	
agit	O	
du	O	
premier	O	
instrument	O	
global	O	
de	O	
lutte	B-TERM	
contre	I-TERM	
la	I-TERM	
corruption	I-TERM	
.	O	
Cette	O	
convention	O	
comprend	O	
notamment	O	
desmdispositions	O	
relatives	O	
à	O	
des	O	
mesures	O	
préventives	O	
,	O	
l'	O	
incrimination	B-TERM	
de	O	
la	O	
corruption	B-TERM	
,	O	
la	O	
coopération	O	
internationale	O	
et	O	
l'	O	
assistance	O	
technique	O	
.	O	
La	O	
convention	O	
est	O	
largement	O	
soutenue	O	
:	O	
plus	O	
de	O	
100	O	
États	O	
membres	O	
l'	O	
ont	O	
déjà	O	
ratifiée	O	
,	O	
dont	O	
la	O	
Belgique	B-TERM	
.	O	
Le	O	
Pacte	B-TERM	
mondial	I-TERM	
des	I-TERM	
Nations	I-TERM	
Unies	I-TERM	
rassemble	O	
près	O	
de	O	
5000	O	
entreprises	B-TERM	
et	O	
organisations	O	
à	O	
travers	O	
le	O	
monde	O	
.	O	
Ses	O	
membres	O	
s'	O	
engagent	O	
d'	O	
appliquer	O	
dans	O	
le	O	
cadre	O	
de	O	
leurs	O	
activités	O	
et	O	
stratégies	O	
dix	O	
principes	O	
en	O	
matière	O	
de	O	
droits	B-TERM	
de	O	
l'	O	
homme	O	
,	O	
d'	O	
emploi	O	
,	O	
d'	O	
environnement	O	
et	O	
de	O	
lutte	B-TERM	
contre	I-TERM	
la	I-TERM	
corruption	I-TERM	
.	O	
Chaque	O	
année	O	
,	O	
les	O	
membres	O	
font	O	
rapport	O	
de	O	
la	O	
mise	O	
en	O	
œuvre	O	
desdits	O	
principes	O	
.	O	
Une	O	
branche	O	
belge	O	
vient	O	
d'	O	
être	O	
créée	O	
.	O	
La	O	
Convention	B-TERM	
pénale	I-TERM	
sur	I-TERM	
la	I-TERM	
corruption	I-TERM	
du	O	
Conseil	B-TERM	
de	I-TERM	
l'	I-TERM	
Europe	I-TERM	
de	O	
1999	O	
comprend	O	
des	O	
dispositions	O	
sur	O	
la	O	
corruption	B-TERM	
active	I-TERM	
et	O	
passive	B-TERM	
dans	O	
les	O	
secteurs	B-TERM	
public	I-TERM	
et	O	
privé	B-TERM	
.	O	
La	O	
Belgique	B-TERM	
a	O	
ratifié	O	
cette	O	
convention	O	
en	O	
2004	O	
et	O	
fait	O	
également	O	
partie	O	
du	O	
GRECO	B-TERM	
(	O	
Groupe	B-TERM	
d'	I-TERM	
États	I-TERM	
contre	I-TERM	
la	I-TERM	
Corruption	I-TERM	
)	O	
,	O	
lequel	O	
contrôle	O	
l'	O	
application	O	
de	O	
la	O	
convention	O	
dans	O	
les	O	
États	O	
membres	O	
.	O	
La	O	
Convention	B-TERM	
civile	I-TERM	
sur	I-TERM	
la	I-TERM	
corruption	I-TERM	
du	O	
Conseil	B-TERM	
de	I-TERM	
l'	I-TERM	
Europe	I-TERM	
de	O	
1999	O	
traite	O	
les	O	
aspects	O	
civils	B-TERM	
de	O	
la	O	
corruption	B-TERM	
.	O	
La	O	
Belgique	B-TERM	
l'	O	
a	O	
ratifiée	O	
en	O	
2007	O	
.	O	
La	O	
Convention	B-TERM	
de	I-TERM	
l'	I-TERM	
OCDE	I-TERM	
sur	O	
la	O	
lutte	B-TERM	
contre	I-TERM	
la	I-TERM	
corruption	I-TERM	
d'	O	
agents	B-TERM	
publics	I-TERM	
étrangers	O	
dans	O	
les	O	
transactions	B-TERM	
commerciales	I-TERM	
internationales	O	
de	O	
1997	O	
revêt	O	
une	O	
importance	O	
considérable	O	
pour	O	
le	O	
secteur	B-TERM	
privé	I-TERM	
belge	O	
.	O	
Le	O	
but	O	
de	O	
cette	O	
convention	B-TERM	
de	I-TERM	
l'	I-TERM	
OCDE	I-TERM	
est	O	
d'	O	
établir	O	
un	O	
cadre	O	
commun	O	
et	O	
des	O	
conditions	O	
de	O	
concurrence	B-TERM	
similaires	O	
pour	O	
les	O	
entreprises	B-TERM	
installées	O	
dans	O	
les	O	
pays	O	
qui	O	
l'	O	
ont	O	
ratifiée	O	
.	O	
La	O	
convention	O	
met	O	
l'	O	
accent	O	
sur	O	
la	O	
corruption	B-TERM	
active	I-TERM	
:	O	
elle	O	
incrimine	B-TERM	
la	O	
personne	O	
qui	O	
corrompt	B-TERM	
un	O	
fonctionnaire	B-TERM	
étranger	O	
,	O	
même	O	
dans	O	
les	O	
pays	O	
qui	O	
ne	O	
sont	O	
pas	O	
parties	O	
à	O	
la	O	
convention	O	
.	O	
Qui	O	
plus	O	
est	O	
,	O	
l'	O	
OCDE	B-TERM	
dispose	O	
d'	O	
un	O	
mécanisme	O	
d'	O	
évaluation	O	
strict	O	
qui	O	
contrôle	O	
les	O	
pays	O	
quant	O	
à	O	
la	O	
mise	O	
en	O	
œuvre	O	
de	O	
la	O	
convention	O	
.	O	
Les	O	
Principes	O	
directeurs	O	
de	O	
l'	O	
OCDE	B-TERM	
pour	O	
les	O	
entreprises	B-TERM	
multinationales	O	
sont	O	
des	O	
recommandations	O	
adressées	O	
aux	O	
entreprises	B-TERM	
en	O	
vue	O	
d'	O	
agir	O	
en	O	
conformité	O	
avec	O	
la	O	
société	B-TERM	
.	O	
Ils	O	
comprennent	O	
plusieurs	O	
principes	O	
et	O	
normes	O	
non	O	
contraignants	O	
en	O	
vue	O	
d'	O	
une	O	
conduite	O	
réfléchie	O	
dans	O	
le	O	
cadre	O	
de	O	
relations	B-TERM	
commerciales	I-TERM	
.	O	
L'	O	
Union	B-TERM	
européenne	I-TERM	
a	O	
adopté	O	
deux	O	
directives	B-TERM	
(	O	
2004	O	
/	O	
17	O	
/	O	
EC	O	
et	O	
2004	O	
/	O	
18	O	
/	O	
EC	O	
)	O	
relatives	O	
à	O	
la	O	
lutte	B-TERM	
contre	I-TERM	
la	I-TERM	
corruption	I-TERM	
et	O	
ses	O	
conséquences	O	
.	O	
Les	O	
entreprises	B-TERM	
condamnées	B-TERM	
pour	O	
corruption	B-TERM	
peuvent	O	
être	O	
exclues	O	
de	O	
toute	O	
participation	O	
aux	O	
adjudications	B-TERM	
publiques	I-TERM	
dans	O	
d'	O	
autres	O	
pays	O	
.	O	
Différents	O	
États	O	
membres	O	
de	O	
l'	O	
Union	B-TERM	
européenne	I-TERM	
ont	O	
déjà	O	
dressé	O	
une	O	
«	O	
liste	B-TERM	
noire	I-TERM	
»	O	
en	O	
matière	O	
d'	O	
adjudications	B-TERM	
publiques	I-TERM	
.	O	
D'	O	
autres	O	
réglementations	B-TERM	
et	O	
initiatives	O	
internationales	O	
,	O	
ou	O	
législations	B-TERM	
étrangères	O	
,	O	
peuvent	O	
être	O	
intéressantes	O	
pour	O	
les	O	
entreprises	B-TERM	
belges	O	
.	O	
Signalons	O	
notamment	O	
l'	O	
initiative	O	
«	O	
Collective	O	
Action	O	
»	O	
de	O	
la	O	
Banque	B-TERM	
mondiale	I-TERM	
(	O	
http://www.fightingcorruption.org	O	
)	O	
,	O	
l'	O	
accord	O	
de	O	
l'	O	
OMC	B-TERM	
sur	O	
les	O	
marchés	B-TERM	
publics	I-TERM	
de	O	
1996	O	
et	O	
le	O	
«	O	
Foreign	B-TERM	
Corrupt	I-TERM	
Practices	I-TERM	
Act	I-TERM	
»	O	
des	O	
États-Unis	B-TERM	
.	O	
Concernant	O	
cette	O	
dernière	O	
loi	B-TERM	
,	O	
les	O	
entreprises	B-TERM	
belges	O	
qui	O	
collaborent	O	
,	O	
par	O	
exemple	O	
,	O	
avec	O	
une	O	
entreprise	B-TERM	
américaine	O	
dans	O	
le	O	
cadre	O	
d'	O	
une	O	
joint-venture	B-TERM	
peuvent	O	
être	O	
soumises	O	
à	O	
cette	O	
législation	B-TERM	
américaine	O	
.	O	
À	O	
l'	O	
échelle	O	
nationale	O	
Depuis	O	
la	O	
fin	O	
des	O	
années	O	
90	O	
,	O	
la	O	
Belgique	B-TERM	
n'	O	
a	O	
cessé	O	
de	O	
prêter	O	
une	O	
attention	O	
accrue	O	
à	O	
sa	O	
politique	B-TERM	
anticorruption	I-TERM	
.	O	
En	O	
raison	O	
des	O	
scandales	O	
nationaux	O	
de	O	
corruption	B-TERM	
qui	O	
ont	O	
éclaté	O	
et	O	
de	O	
l'	O	
arsenal	O	
juridique	B-TERM	
insuffisant	O	
,	O	
la	O	
Belgique	B-TERM	
a	O	
été	O	
contrainte	O	
de	O	
revoir	O	
les	O	
dispositions	O	
pénales	B-TERM	
en	O	
matière	O	
de	O	
corruption	B-TERM	
.	O	
La	O	
pression	O	
a	O	
également	O	
augmenté	O	
sur	O	
le	O	
plan	O	
international	O	
.	O	
La	O	
Belgique	B-TERM	
a	O	
dès	O	
lors	O	
signé	O	
et	O	
ratifié	O	
les	O	
traités	O	
et	O	
conventions	O	
au	O	
niveau	O	
des	O	
Nations	B-TERM	
Unies	I-TERM	
,	O	
de	O	
l'	O	
Union	B-TERM	
européenne	I-TERM	
,	O	
du	O	
Conseil	B-TERM	
de	I-TERM	
l'	I-TERM	
Europe	I-TERM	
ainsi	O	
que	O	
de	O	
l'	O	
OCDE	B-TERM	
.	O	
Ces	O	
signatures	O	
et	O	
ratifications	O	
ne	O	
sont	O	
bien	O	
entendu	O	
pas	O	
dénuées	O	
de	O	
sens	O	
:	O	
elles	O	
contraignent	O	
la	O	
Belgique	B-TERM	
à	O	
s'	O	
acquitter	O	
de	O	
plusieurs	O	
obligations	O	
.	O	
À	O	
la	O	
fin	O	
des	O	
années	O	
90	O	
,	O	
la	O	
loi	B-TERM	
relative	O	
à	O	
la	O	
corruption15	B-TERM	
a	O	
vu	O	
le	O	
jour	O	
et	O	
l'	O	
on	O	
a	O	
instauré	O	
la	O	
responsabilité	B-TERM	
pénale	I-TERM	
des	O	
personnes	B-TERM	
morales16	I-TERM	
.	O	
La	O	
Belgique	B-TERM	
dispose	O	
depuis	O	
d'	O	
une	O	
législation	B-TERM	
cohérente	O	
en	O	
matière	O	
de	O	
corruption	B-TERM	
publique	I-TERM	
et	O	
privée	B-TERM	
,	O	
qui	O	
permet	O	
de	O	
poursuivre	B-TERM	
et	O	
condamner	B-TERM	
,	O	
non	O	
seulement	O	
un	O	
individu	O	
,	O	
mais	O	
également	O	
une	O	
personne	B-TERM	
morale	I-TERM	
.	O	
Ces	O	
deux	O	
lois	B-TERM	
constituent	O	
les	O	
premiers	O	
pas	O	
importants	O	
franchis	O	
par	O	
la	O	
Belgique	B-TERM	
dans	O	
sa	O	
lutte	B-TERM	
contre	I-TERM	
la	I-TERM	
corruption	I-TERM	
.	O	
La	O	
Belgique	B-TERM	
dispose	O	
de	O	
son	O	
propre	O	
service	O	
spécialisé	O	
anticorruption	B-TERM	
auprès	O	
de	O	
la	O	
Police	B-TERM	
judiciaire	I-TERM	
fédérale	I-TERM	
,	O	
l'	O	
Office	B-TERM	
central	I-TERM	
pour	I-TERM	
la	I-TERM	
répression	I-TERM	
de	I-TERM	
la	I-TERM	
corruption	I-TERM	
(	O	
OCRC	B-TERM	
)	O	
,	O	
qui	O	
a	O	
été	O	
incorporé	O	
dans	O	
la	O	
Direction	B-TERM	
de	I-TERM	
la	I-TERM	
lutte	I-TERM	
contre	I-TERM	
la	I-TERM	
criminalité	I-TERM	
économique	I-TERM	
et	I-TERM	
financière	I-TERM	
(	O	
DJF	B-TERM	
)	O	
.	O	
L'	O	
OCRC	B-TERM	
est	O	
compétent	O	
pour	O	
la	O	
recherche	O	
et	O	
l'	O	
appui	O	
à	O	
la	O	
recherche	O	
des	O	
infractions	B-TERM	
commises	O	
au	O	
préjudice	O	
des	O	
intérêts	O	
de	O	
l'	O	
État	O	
,	O	
ainsi	O	
que	O	
des	O	
infractions	B-TERM	
de	O	
corruption	B-TERM	
complexes	O	
et	O	
graves	O	
.	O	
En	O	
outre	O	
,	O	
il	O	
exerce	O	
une	O	
fonction	O	
pilote	O	
dans	O	
le	O	
cadre	O	
de	O	
la	O	
lutte	O	
contre	O	
les	O	
abus	B-TERM	
et	O	
les	O	
comportements	B-TERM	
infractionnels	I-TERM	
en	O	
matière	O	
de	O	
marchés	B-TERM	
publics	I-TERM	
,	O	
de	O	
législation	B-TERM	
relative	I-TERM	
aux	I-TERM	
subsides	I-TERM	
,	O	
d'	O	
agréments	B-TERM	
et	O	
de	O	
permis	O	
,	O	
tout	O	
comme	O	
pour	O	
la	O	
corruption	B-TERM	
privée	I-TERM	
.	O	
L'	O	
OCRC	B-TERM	
suit	O	
le	O	
phénomène	O	
de	O	
la	O	
corruption	B-TERM	
afin	O	
d'	O	
en	O	
obtenir	O	
l'	O	
image	O	
la	O	
plus	O	
correcte	O	
possible	O	
.	O	
L'	O	
office	O	
entretient	O	
par	O	
ailleurs	O	
des	O	
contacts	O	
réguliers	O	
avec	O	
les	O	
bureaux	O	
étrangers	O	
ou	O	
internationaux	O	
connexes	O	
,	O	
dont	O	
l'	O	
OLAF	B-TERM	
,	O	
l'	O	
office	B-TERM	
de	I-TERM	
lutte	I-TERM	
antifraude	I-TERM	
de	O	
la	O	
Commission	B-TERM	
européenne	I-TERM	
.	O	
Le	O	
volet	O	
préventif	O	
de	O	
la	O	
politique	B-TERM	
d'	I-TERM	
intégrité	I-TERM	
dans	O	
les	O	
services	B-TERM	
publics	I-TERM	
fédéraux	O	
est	O	
assuré	O	
par	O	
le	O	
Bureau	B-TERM	
d'	I-TERM	
éthique	I-TERM	
et	I-TERM	
de	I-TERM	
déontologie	I-TERM	
administrative	I-TERM	
du	O	
Service	B-TERM	
public	I-TERM	
fédéral	I-TERM	
Budget	I-TERM	
et	I-TERM	
Contrôle	I-TERM	
de	I-TERM	
la	I-TERM	
gestion	I-TERM	
.	O	
Ce	O	
bureau	O	
a	O	
pour	O	
mission	O	
la	O	
surveillance	O	
préventive	O	
de	O	
l'	O	
intégrité	B-TERM	
dans	O	
les	O	
services	B-TERM	
publics	I-TERM	
fédéraux	O	
.	O	
Il	O	
a	O	
établi	O	
depuis	O	
un	O	
cadre	B-TERM	
déontologique	I-TERM	
pour	O	
les	O	
agents	O	
de	O	
la	O	
fonction	B-TERM	
publique	I-TERM	
administrative	I-TERM	
fédérale	I-TERM	
.	O	
L'	O	
objectif	O	
premier	O	
dudit	O	
cadre	O	
est	O	
de	O	
sauvegarder	O	
et	O	
d'	O	
améliorer	O	
la	O	
confiance	O	
du	O	
citoyen	O	
dans	O	
le	O	
bon	O	
fonctionnement	O	
de	O	
la	O	
fonction	B-TERM	
publique	I-TERM	
administrative	I-TERM	
fédérale	I-TERM	
en	O	
stimulant	O	
le	O	
comportement	O	
éthique	B-TERM	
et	O	
déontologique	B-TERM	
de	O	
l'	O	
ensemble	O	
des	O	
fonctionnaires	B-TERM	
.	O	
Le	O	
secteur	B-TERM	
privé	I-TERM	
n'	O	
a	O	
pas	O	
ménagé	O	
sa	O	
peine	B-TERM	
non	O	
plus	O	
ces	O	
dernières	O	
années	O	
.	O	
Mentionnons	O	
par	O	
exemple	O	
les	O	
efforts	O	
continus	O	
d'	O	
organisations	O	
telles	O	
que	O	
la	O	
FEB	B-TERM	
,	O	
la	O	
branche	O	
belge	O	
de	O	
Transparency	B-TERM	
International	I-TERM	
et	O	
ICC	B-TERM	
Belgique	I-TERM	
en	O	
matière	O	
de	O	
sensibilisation	O	
des	O	
entreprises	B-TERM	
au	O	
sujet	O	
de	O	
cette	O	
problématique	O	
.	O	
Ces	O	
organisations	O	
s'	O	
engagent	O	
pour	O	
les	O	
entreprises	B-TERM	
qui	O	
souhaitent	O	
continuer	O	
à	O	
défendre	O	
un	O	
entrepreunariat	B-TERM	
éthique	I-TERM	
et	O	
ce	O	
,	O	
dans	O	
le	O	
contexte	O	
de	O	
la	O	
mondialisation	O	
.	O	
Il	O	
existe	O	
en	O	
outre	O	
un	O	
groupe	O	
de	O	
travail	O	
interdépartemental	O	
au	O	
Service	B-TERM	
de	I-TERM	
la	I-TERM	
Politique	I-TERM	
criminelle	I-TERM	
qui	O	
assure	O	
le	O	
suivi	O	
et	O	
la	O	
réalisation	O	
des	O	
recommandations	O	
de	O	
l'	O	
OCDE	B-TERM	
,	O	
du	O	
GRECO	B-TERM	
et	O	
de	O	
l'	O	
ONU	B-TERM	
en	O	
matière	O	
de	O	
corruption	B-TERM	
.	O	
Ce	O	
groupe	O	
de	O	
travail	O	
rassemble	O	
les	O	
principaux	O	
partenaires	O	
associés	O	
à	O	
la	O	
politique	B-TERM	
anticorruption	I-TERM	
belge	O	
.	O	
Par	O	
surcroît	O	
,	O	
un	O	
