TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC	label
ihr	O	_	O	_	_	O	_	_	_	6
Vertrauen	O	_	O	_	_	O	_	_	_	6
ihm	O	_	O	_	_	O	_	_	_	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
immerdar	O	_	O	_	_	O	_	_	_	6
gesichert	O	_	O	_	_	O	_	_	NoSpaceAfter	6
bleiben	O	_	O	_	_	O	_	_	_	6
wird	O	_	O	_	_	O	_	_	NoSpaceAfter	6
""""	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Das	O	_	O	_	_	O	_	_	_	6
Vertrauen	O	_	O	_	_	O	_	_	_	6
von	O	_	O	_	_	O	_	_	_	6
nahezu	O	_	O	_	_	O	_	_	_	6
zweiund¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
dreißig	O	_	O	_	_	O	_	_	_	6
Menschen	O	_	O	_	_	O	_	_	_	6
muß	O	_	O	_	_	O	_	_	_	6
doch	O	_	O	_	_	O	_	_	_	6
Herrn	O	_	O	_	_	O	_	_	_	6
v	B-PER	_	O	_	_	O	Q324918	_	NoSpaceAfter	1
.	I-PER	_	O	_	_	O	Q324918	_	_	7
Plener	I-PER	_	O	_	_	O	Q324918	_	_	7
in	O	_	O	_	_	O	_	_	_	6
seinem	O	_	O	_	_	O	_	_	NoSpaceAfter	6
bösen	O	_	O	_	_	O	_	_	_	6
Ungemach	O	_	O	_	_	O	_	_	_	6
sehr	O	_	O	_	_	O	_	_	_	6
trösten	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Die	O	_	O	_	_	O	_	_	_	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
N	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Fr	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Pr	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
""""	O	_	O	_	_	O	_	_	_	6
treibt	O	_	O	_	_	O	_	_	NoSpaceAfter	6
den	O	_	O	_	_	O	_	_	_	6
Scherz	O	_	O	_	_	O	_	_	_	6
so	O	_	O	_	_	O	_	_	_	6
weit	O	_	O	_	_	O	_	_	_	6
—	O	_	O	_	_	O	_	_	_	6
oder	O	_	O	_	_	O	_	_	_	6
sollte	O	_	O	_	_	O	_	_	_	6
es	O	_	O	_	_	O	_	_	_	6
Ironie	O	_	O	_	_	O	_	_	_	6
sein	O	_	O	_	_	O	_	_	NoSpaceAfter	6
?	O	_	O	_	_	O	_	_	_	6
—	O	_	O	_	_	O	_	_	NoSpaceAfter	6
den	O	_	O	_	_	O	_	_	_	6
Umstand	O	_	O	_	_	O	_	_	_	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
für	O	_	O	_	_	O	_	_	_	6
höchst	O	_	O	_	_	O	_	_	_	6
bemerkenswerth	O	_	O	_	_	O	_	_	NoSpaceAfter	6
""""	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	_	6
halten	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
daß	O	_	O	_	_	O	_	_	NoSpaceAfter	6
die	O	_	O	_	_	O	_	_	_	6
Mitglieder	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Egerer	O	_	O	_	_	O	_	_	_	6
Handelskammer	O	_	O	_	_	O	_	_	_	6
einstimmig	O	_	O	_	_	O	_	_	NoSpaceAfter	6
die	O	_	O	_	_	O	_	_	_	6
Wiederwahl	O	_	O	_	_	O	_	_	_	6
des	O	_	O	_	_	O	_	_	_	6
Herrn	O	_	O	_	_	O	_	_	_	6
v	B-PER	_	O	_	_	O	Q324918	_	NoSpaceAfter	1
.	I-PER	_	O	_	_	O	Q324918	_	_	7
Plener	I-PER	_	O	_	_	O	Q324918	_	_	7
wünschen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
wogegen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
bei	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Wahl	O	_	O	_	_	O	_	_	_	6
im	O	_	O	_	_	O	_	_	_	6
Jahre	O	_	O	_	_	O	_	_	_	6
1891	O	_	O	_	_	O	_	_	_	6
Herr	O	_	O	_	_	O	_	_	_	6
v	B-PER	_	O	_	_	O	Q324918	_	NoSpaceAfter	1
.	I-PER	_	O	_	_	O	Q324918	_	_	7
Plener	I-PER	_	O	_	_	O	Q324918	_	_	7
einen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Gegenkandidaten	O	_	O	_	_	O	_	_	_	6
hatte	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Herr	O	_	O	_	_	O	_	_	_	6
v	B-PER	_	O	_	_	O	Q324918	_	NoSpaceAfter	1
.	I-PER	_	O	_	_	O	Q324918	_	_	7
Plener	I-PER	_	O	_	_	O	Q324918	_	_	7
ist	O	_	O	_	_	O	_	_	_	6
bei	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
letzten	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Wahl	O	_	O	_	_	O	_	_	_	6
mit	O	_	O	_	_	O	_	_	_	6
24	O	_	O	_	_	O	_	_	_	6
Stimmen	O	_	O	_	_	O	_	_	_	6
gewählt	O	_	O	_	_	O	_	_	_	6
worden	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
sein	O	_	O	_	_	O	_	_	_	6
Gegen¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
kandidat	O	_	O	_	_	O	_	_	_	6
erhielt	O	_	O	_	_	O	_	_	_	6
zwei	O	_	O	_	_	O	_	_	_	6
Stimmen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	_	6
wenn	O	_	O	_	_	O	_	_	_	6
es	O	_	O	_	_	O	_	_	_	6
auch	O	_	O	_	_	O	_	_	NoSpaceAfter	6
möglich	O	_	O	_	_	O	_	_	_	6
ist	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
daß	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Opposition	O	_	O	_	_	O	_	_	NoSpaceAfter	6
""""	O	_	O	_	_	O	_	_	_	6
bei	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Vertrauens¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
kundgebung	O	_	O	_	_	O	_	_	_	6
nicht	O	_	O	_	_	O	_	_	_	6
anwesend	O	_	O	_	_	O	_	_	_	6
war	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
so	O	_	O	_	_	O	_	_	_	6
ist	O	_	O	_	_	O	_	_	_	6
es	O	_	O	_	_	O	_	_	_	6
doch	O	_	O	_	_	O	_	_	_	6
ein	O	_	O	_	_	O	_	_	_	6
schöner	O	_	O	_	_	O	_	_	NoSpaceAfter	6
und	O	_	O	_	_	O	_	_	_	6
erhebender	O	_	O	_	_	O	_	_	_	6
Gedanke	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
daß	O	_	O	_	_	O	_	_	_	6
Herr	O	_	O	_	_	O	_	_	_	6
v	B-PER	_	O	_	_	O	Q324918	_	NoSpaceAfter	1
.	I-PER	_	O	_	_	O	Q324918	_	_	7
Plener	I-PER	_	O	_	_	O	Q324918	_	_	7
von	O	_	O	_	_	O	_	_	_	6
den	O	_	O	_	_	O	_	_	NoSpaceAfter	6
24	O	_	O	_	_	O	_	_	_	6
Stimmen	O	_	O	_	_	O	_	_	_	6
im	O	_	O	_	_	O	_	_	_	6
Jahre	O	_	O	_	_	O	_	_	_	6
1891	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	_	6
den	O	_	O	_	_	O	_	_	_	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
nahezu	O	_	O	_	_	O	_	_	_	6
vollzähligen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
""""	O	_	O	_	_	O	_	_	NoSpaceAfter	6
32	O	_	O	_	_	O	_	_	_	6
Stimmen	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Egerer	O	_	O	_	_	O	_	_	_	6
Handelskammer	O	_	O	_	_	O	_	_	_	6
fortgeschritten	O	_	O	_	_	O	_	_	NoSpaceAfter	6
ist	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Und	O	_	O	_	_	O	_	_	_	6
da	O	_	O	_	_	O	_	_	_	6
bezweifle	O	_	O	_	_	O	_	_	_	6
man	O	_	O	_	_	O	_	_	_	6
noch	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
daß	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
liberale	O	_	O	_	_	O	_	_	_	6
Partei	O	_	O	_	_	O	_	_	NoSpaceAfter	6
im	O	_	O	_	_	O	_	_	_	6
Volke	O	_	O	_	_	O	_	_	_	6
wurzle	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
oder	O	_	O	_	_	O	_	_	_	6
leugne	O	_	O	_	_	O	_	_	_	6
man	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
daß	O	_	O	_	_	O	_	_	_	6
Herr	O	_	O	_	_	O	_	_	_	6
v	B-PER	_	O	_	_	O	Q324918	_	NoSpaceAfter	1
.	I-PER	_	O	_	_	O	Q324918	_	_	7
Plener	I-PER	_	O	_	_	O	Q324918	_	NoSpaceAfter	7
populär	O	_	O	_	_	O	_	_	_	6
sei	O	_	O	_	_	O	_	_	NoSpaceAfter	6
!	O	_	O	_	_	O	_	_	NoSpaceAfter	6
im	O	_	O	_	_	O	_	_	_	6
Abgeordnetenhaus	O	_	O	_	_	O	_	_	_	6
enthüllt	O	_	O	_	_	O	_	_	_	6
worden	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	_	6
wir	O	_	O	_	_	O	_	_	_	6
sind	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Ein	O	_	O	_	_	O	_	_	_	6
menschlicher	O	_	O	_	_	O	_	_	_	6
Zug	O	_	O	_	_	O	_	_	_	6
des	O	_	O	_	_	O	_	_	_	6
Grafen	O	_	O	_	_	O	_	_	_	6
Thun	B-PER	_	O	_	_	O	Q79181	_	_	1
ist	O	_	O	_	_	O	_	_	_	6
heute	O	_	O	_	_	O	_	_	NoSpaceAfter	6
im	O	_	O	_	_	O	_	_	_	6
Abgeordnetenhaus	O	_	O	_	_	O	_	_	_	6
enthüllt	O	_	O	_	_	O	_	_	_	6
worden	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	_	6
wir	O	_	O	_	_	O	_	_	_	6
sind	O	_	O	_	_	O	_	_	NoSpaceAfter	6
objektiv	O	_	O	_	_	O	_	_	_	6
genug	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
um	O	_	O	_	_	O	_	_	_	6
seiner	O	_	O	_	_	O	_	_	_	6
an	O	_	O	_	_	O	_	_	_	6
dieser	O	_	O	_	_	O	_	_	_	6
Stelle	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	_	6
gedenken	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Wir	O	_	O	_	_	O	_	_	_	6
meinen	O	_	O	_	_	O	_	_	_	6
das	O	_	O	_	_	O	_	_	_	6
Interesse	O	_	O	_	_	O	_	_	_	6
des	O	_	O	_	_	O	_	_	_	6
Grafen	O	_	O	_	_	O	_	_	_	6
Thun	B-PER	_	O	_	_	O	Q79181	_	_	1
an	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Kunst	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	_	6
den	O	_	O	_	_	O	_	_	_	6
Künstlerinnen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Der	O	_	O	_	_	O	_	_	_	6
Abgeordnete	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Kramarsch	B-PER	_	O	_	_	O	NIL	_	_	1
hat	O	_	O	_	_	O	_	_	_	6
heute	O	_	O	_	_	O	_	_	_	6
erzählt	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
daß	O	_	O	_	_	O	_	_	_	6
Fräulein	O	_	O	_	_	O	_	_	_	6
Marie	B-PER	_	O	_	_	O	NIL	_	NoSpaceAfter	1
Pospischil	I-PER	_	O	_	_	O	NIL	_	NoSpaceAfter	7
,	O	_	O	_	_	O	_	_	_	6
eine	O	_	O	_	_	O	_	_	_	6
Schauspielerin	O	_	O	_	_	O	_	_	_	6
des	O	_	O	_	_	O	_	_	_	6
tschechischen	O	_	O	_	_	O	_	_	_	6
Theaters	O	_	O	_	_	O	_	_	NoSpaceAfter	6
in	O	_	O	_	_	O	_	_	_	6
Prag	B-LOC	_	O	_	_	O	Q1085	_	NoSpaceAfter	0
,	O	_	O	_	_	O	_	_	_	6
sich	O	_	O	_	_	O	_	_	_	6
beim	O	_	O	_	_	O	_	_	_	6
Grafen	O	_	O	_	_	O	_	_	_	6
Thun	B-PER	_	O	_	_	O	Q79181	_	_	1
einer	O	_	O	_	_	O	_	_	_	6
un¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
gewöhnlichen	O	_	O	_	_	O	_	_	_	6
Beliebtheit	O	_	O	_	_	O	_	_	_	6
erfreut	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	_	6
Dr	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Brzorad	B-PER	_	O	_	_	O	Q14971052	_	NoSpaceAfter	1
hat	O	_	O	_	_	O	_	_	_	6
in	O	_	O	_	_	O	_	_	_	6
einem	O	_	O	_	_	O	_	_	_	6
Zwischenruf	O	_	O	_	_	O	_	_	_	6
beigefügt	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
daß	O	_	O	_	_	O	_	_	_	6
Graf	O	_	O	_	_	O	_	_	_	6
Thun	B-PER	_	O	_	_	O	Q79181	_	NoSpaceAfter	1
den	O	_	O	_	_	O	_	_	_	6
Edelsinn	O	_	O	_	_	O	_	_	_	6
habe	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
auch	O	_	O	_	_	O	_	_	_	6
anderen	O	_	O	_	_	O	_	_	_	6
Künstlerinnen	O	_	O	_	_	O	_	_	_	6
das	O	_	O	_	_	O	_	_	NoSpaceAfter	6
lebhafteste	O	_	O	_	_	O	_	_	_	6
Interesse	O	_	O	_	_	O	_	_	_	6
entgegenzubringen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Wir	O	_	O	_	_	O	_	_	_	6
haben	O	_	O	_	_	O	_	_	_	6
den	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Abgeordneten	O	_	O	_	_	O	_	_	_	6
Schamanek	B-PER	_	O	_	_	O	NIL	_	_	1
schon	O	_	O	_	_	O	_	_	_	6
gestern	O	_	O	_	_	O	_	_	_	6
wegen	O	_	O	_	_	O	_	_	_	6
seiner	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Polemik	O	_	O	_	_	O	_	_	_	6
gegen	O	_	O	_	_	O	_	_	_	6
den	O	_	O	_	_	O	_	_	_	6
Prager	O	_	O	_	_	O	_	_	_	6
Statthalter	O	_	O	_	_	O	_	_	_	6
getadelt	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	NoSpaceAfter	6
müssen	O	_	O	_	_	O	_	_	_	6
es	O	_	O	_	_	O	_	_	_	6
unbillig	O	_	O	_	_	O	_	_	_	6
finden	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
daß	O	_	O	_	_	O	_	_	_	6
Herr	O	_	O	_	_	O	_	_	_	6
Schamanek	B-PER	_	O	_	_	O	NIL	_	_	1
dieses	O	_	O	_	_	O	_	_	NoSpaceAfter	6
rein	O	_	O	_	_	O	_	_	_	6
künstlerische	O	_	O	_	_	O	_	_	_	6
Interesse	O	_	O	_	_	O	_	_	_	6
des	O	_	O	_	_	O	_	_	_	6
Grafen	O	_	O	_	_	O	_	_	_	6
Thun	B-PER	_	O	_	_	O	Q79181	_	_	1
in	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Chronique	O	_	O	_	_	O	_	_	_	6
scandaleuse	O	_	O	_	_	O	_	_	_	6
von	O	_	O	_	_	O	_	_	_	6
Prag	B-LOC	_	O	_	_	O	Q1085	_	_	0
verweist	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Graf	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Thun	B-PER	_	O	_	_	O	Q79181	_	_	1
versteht	O	_	O	_	_	O	_	_	_	6
es	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
seine	O	_	O	_	_	O	_	_	_	6
patriotischen	O	_	O	_	_	O	_	_	_	6
Gefühle	O	_	O	_	_	O	_	_	NoSpaceAfter	6
mit	O	_	O	_	_	O	_	_	_	6
seinen	O	_	O	_	_	O	_	_	_	6
künstlerischen	O	_	O	_	_	O	_	_	_	6
Tendenzen	O	_	O	_	_	O	_	_	_	6
anmuthig	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	NoSpaceAfter	6
vereinigen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
;	O	_	O	_	_	O	_	_	_	6
er	O	_	O	_	_	O	_	_	_	6
spendet	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
wie	O	_	O	_	_	O	_	_	_	6
Dr	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Kramarsch	B-PER	_	O	_	_	O	NIL	_	_	1
erzählte	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
den	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Ballettänzerinnen	O	_	O	_	_	O	_	_	_	6
Kränze	O	_	O	_	_	O	_	_	_	6
mit	O	_	O	_	_	O	_	_	_	6
ausschließlich	O	_	O	_	_	O	_	_	_	6
schwarz=gelben	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Fahnen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Den	O	_	O	_	_	O	_	_	_	6
Bemühungen	O	_	O	_	_	O	_	_	_	6
des	O	_	O	_	_	O	_	_	_	6
Grafen	O	_	O	_	_	O	_	_	_	6
Thun	B-PER	_	O	_	_	O	Q79181	_	_	1
ist	O	_	O	_	_	O	_	_	_	6
es	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	NoSpaceAfter	6
verdanken	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
daß	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
tschechischen	O	_	O	_	_	O	_	_	_	6
Kinder	O	_	O	_	_	O	_	_	_	6
schwarz=gelb	O	_	O	_	_	O	_	_	_	6
erzogen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
werden	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	_	6
es	O	_	O	_	_	O	_	_	_	6
ist	O	_	O	_	_	O	_	_	_	6
erfreulich	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	_	6
sehen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
daß	O	_	O	_	_	O	_	_	_	6
er	O	_	O	_	_	O	_	_	_	6
auch	O	_	O	_	_	O	_	_	_	6
dafür	O	_	O	_	_	O	_	_	NoSpaceAfter	6
sorgt	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
daß	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Kinder	O	_	O	_	_	O	_	_	NoSpaceAfter	6
""""	O	_	O	_	_	O	_	_	_	6
des	O	_	O	_	_	O	_	_	_	6
Ballets	O	_	O	_	_	O	_	_	_	6
in	O	_	O	_	_	O	_	_	_	6
ordentlichen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
patriotischen	O	_	O	_	_	O	_	_	_	6
Empfindungen	O	_	O	_	_	O	_	_	_	6
heranwachsen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Wir	O	_	O	_	_	O	_	_	_	6
haben	O	_	O	_	_	O	_	_	_	6
den	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Grafen	O	_	O	_	_	O	_	_	_	6
Thun	B-PER	_	O	_	_	O	Q79181	_	_	1
wegen	O	_	O	_	_	O	_	_	_	6
seiner	O	_	O	_	_	O	_	_	_	6
Härte	O	_	O	_	_	O	_	_	_	6
oft	O	_	O	_	_	O	_	_	_	6
tadeln	O	_	O	_	_	O	_	_	_	6
müssen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
;	O	_	O	_	_	O	_	_	_	6
um¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
somehr	O	_	O	_	_	O	_	_	_	6
drängt	O	_	O	_	_	O	_	_	_	6
es	O	_	O	_	_	O	_	_	_	6
uns	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
anzuerkennen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
daß	O	_	O	_	_	O	_	_	_	6
seine	O	_	O	_	_	O	_	_	_	6
liebe¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
vollen	O	_	O	_	_	O	_	_	_	6
Bemühungen	O	_	O	_	_	O	_	_	_	6
um	O	_	O	_	_	O	_	_	_	6
Hebung	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Kunst	O	_	O	_	_	O	_	_	_	6
ihn	O	_	O	_	_	O	_	_	_	6
von	O	_	O	_	_	O	_	_	NoSpaceAfter	6
einer	O	_	O	_	_	O	_	_	_	6
Seite	O	_	O	_	_	O	_	_	_	6
zeigen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
nichts	O	_	O	_	_	O	_	_	_	6
Menschliches	O	_	O	_	_	O	_	_	_	6
fremd	O	_	O	_	_	O	_	_	_	6
ist	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Die	O	_	O	_	_	O	_	_	_	6
Art	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Wahlagitation	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Liberalen	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	_	6
Anti¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
semiten	O	_	O	_	_	O	_	_	_	6
entspricht	O	_	O	_	_	O	_	_	_	6
aber	O	_	O	_	_	O	_	_	_	6
ganz	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	_	6
gar	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Thatsache	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
daß	O	_	O	_	_	O	_	_	NoSpaceAfter	6
es	O	_	O	_	_	O	_	_	_	6
ein	O	_	O	_	_	O	_	_	_	6
Vorrecht	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
das	O	_	O	_	_	O	_	_	_	6
heißt	O	_	O	_	_	O	_	_	_	6
ein	O	_	O	_	_	O	_	_	_	6
Unrecht	O	_	O	_	_	O	_	_	_	6
ist	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
das	O	_	O	_	_	O	_	_	_	6
sie	O	_	O	_	_	O	_	_	_	6
aus¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
üben	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Erst	O	_	O	_	_	O	_	_	_	6
wenn	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
Arbeiter	O	_	O	_	_	O	_	_	_	6
wahlberechtigt	O	_	O	_	_	O	_	_	_	6
sein	O	_	O	_	_	O	_	_	_	6
werden	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	NoSpaceAfter	6
wird	O	_	O	_	_	O	_	_	_	6
man	O	_	O	_	_	O	_	_	_	6
von	O	_	O	_	_	O	_	_	_	6
einer	O	_	O	_	_	O	_	_	_	6
wirklichen	O	_	O	_	_	O	_	_	_	6
Wahlagitation	O	_	O	_	_	O	_	_	_	6
reden	O	_	O	_	_	O	_	_	NoSpaceAfter	6
können	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Die	O	_	O	_	_	O	_	_	_	6
öffentlichen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
allgemein	O	_	O	_	_	O	_	_	_	6
zugänglichen	O	_	O	_	_	O	_	_	_	6
Wähler¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
versammlungen	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Sozialdemokraten	O	_	O	_	_	O	_	_	_	6
werden	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
Liberalen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Nachdruck	O	_	O	_	_	O	_	_	_	6
verboten	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
(	O	_	O	_	_	O	_	_	NoSpaceAfter	6
61	O	_	O	_	_	O	_	_	NoSpaceAfter	6
